mes,geografia,uol1_name,uol2_name,service1_id,service1_name,nro_fichas_rfo,nro_sn2_ficha_rfo_status _ok,nro_sn2_sn1_dependencias,nro_sn2_sn1,nro_features_desplegadas_calidad,nro_features_desplegadas,puntaje_total_adopcion_sn2,total_sn2_sn1,total_vulnerabilidades_high,total_lineas_codigo,total_vulnerabilidades_high_mes_ant,total_lineas_codigo_mes_ant
04/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,0,0,1,2,0,0,1,2,0,"26,487",0,"26,487"
04/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,53,CONSUMER FINANCE,0,0,1,3,0,0,2,3,0,"2,996",0,"2,996"
04/25/2025,RETAIL CLIENT SOLUTIONS,RETAIL,SMES,7434,SMES,0,0,1,2,0,0,1,1,0,"87,635",0,"86,287"
04/25/2025,URUGUAY,INGENIERIA & DATA,DE #ONE DATAHUB URUGUAY,5685,ENGINEERING & DATA,1,1,0,1,6,9,0,1,0,"3,086",0,"7,645"
04/25/2025,URUGUAY,SYSTEMS ENGINEERING,,224,CHANNELS,17,0,2,17,2,3,4,12,"3,104","8,719,779","3,024","5,334,621"
04/25/2025,URUGUAY,SYSTEMS ENGINEERING,,350,CROSS SYSTEMS,3,0,0,3,0,0,2,2,0,"14,641",0,"14,641"
04/25/2025,URUGUAY,SYSTEMS ENGINEERING,,4801,CFE,11,1,0,11,0,0,1,3,0,"14,696",0,"14,696"
04/25/2025,URUGUAY,SYSTEMS ENGINEERING,,5117,CORE BANKING,19,0,0,19,4,6,5,8,0,"951,568",0,"951,582"
04/25/2025,VENEZUELA,SYSTEMS,BANKING SYSTEMS,61,ASSET MANAGEMENT,10,10,10,10,0,0,1,1,0,0,0,0
04/25/2025,VENEZUELA,SYSTEMS,BANKING SYSTEMS,298,RISK,15,15,16,16,2,2,10,10,0,0,0,0
04/25/2025,VENEZUELA,SYSTEMS,BANKING SYSTEMS,299,BANKING CREDIT PRODUCTS,6,6,6,6,3,3,1,1,0,0,0,0
04/25/2025,VENEZUELA,SYSTEMS,CHANNELS,153,BRANCH,6,6,6,6,0,0,3,3,0,"1,694,158",0,"1,694,158"
04/25/2025,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,16,13,14,14,0,0,4,10,44,"3,154,271",44,"3,152,397"
04/25/2025,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,13,13,2,2,3,5,415,"1,864,862",415,"1,805,091"
04/25/2025,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,9,9,7,7,1,4,132,"2,146,730",132,"2,093,280"
04/25/2025,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,80,FINANCE,17,17,17,17,0,0,1,1,0,0,0,0
04/25/2025,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,200,TALENT & CULTURE,9,9,9,9,0,0,0,0,0,0,0,0
04/25/2025,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,1,1,2,4,0,464,0,464
04/25/2025,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,7,7,4,4,3,3,0,"14,459,693",1,"13,649,920"
04/25/2025,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,8,8,0,0,3,3,0,"686,690",0,"697,834"
04/25/2025,VENEZUELA,SYSTEMS,CROSS SERVICES,169,ACCOUNTS,5,5,5,5,3,3,1.5,2,0,"2,716",0,474
04/25/2025,VENEZUELA,SYSTEMS,CROSS SERVICES,350,CROSS SYSTEMS,11,11,11,11,0,0,6,6,0,126,0,0
04/25/2025,VENEZUELA,SYSTEMS,PAYMENT,201,ISSUING(EMISOR/AUTORIZADOR),4,4,4,4,0,0,1,2,0,"4,667",0,0
04/25/2025,VENEZUELA,SYSTEMS,PAYMENT,202,MERCHANTS ACQUIARING,4,4,4,4,0,0,2,2,0,0,0,0
04/25/2025,VENEZUELA,SYSTEMS,PAYMENT,203,OTHERS PAYMENTS,6,6,6,6,0,0,4,4,0,0,0,0
05/25/2025,ARGENTINA,INGENIERIA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,35,36,1,1,0,"28,857",0,"28,844"
05/25/2025,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,4343,DATIO-AR RIESGOS Y FINANZAS,1,1,1,1,8,8,0,1,0,"1,120",0,"1,120"
05/25/2025,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,4344,DATIO-AR MODELOS LOCALES,1,1,1,1,0,0,1,1,0,"17,405",0,"16,084"
05/25/2025,ARGENTINA,INGENIERIA & DATA,DATAHUB ARGENTINA,4345,DATIO-AR MODELOS GLOBALES,1,1,1,1,21,24,1,1,0,"4,478",0,"4,004"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,416,PA02 MERCHANTS-ACQUIRING / COMERCIOS-ADQUIRENCIA,4,4,4,4,5,5,3,4,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,4851,PA04 BBVA ADQUIRENTE - CICLO DE VIDA COMERCIOS,3,3,3,3,9,9,0,1,0,"31,688",0,"31,688"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,4853,PA03 PSP - MERCURIO,1,1,1,1,1,1,1,1,0,"32,950",0,"32,827"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,5297,PA05 BBVA ADQUIRENTE - TRANSACCIONALIDAD,2,2,2,2,1,1,1,2,0,"8,742",0,"6,054"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,379,AR02 ENTERPRISE WEB CORE,2,1,2,2,0,0,0,0,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,381,EB02 ENTERPRISE MOBILE / MOVILES EMPRESAS,1,1,0,1,0,0,0,0,0,"360,221",0,"360,221"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,382,EB01 ENTERPRISE WEB / WEB EMPRESAS,4,4,1,4,3,3,0,1,7,"1,228,953",7,"1,228,295"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,4264,AR37 WEB PUBLICA EMPRESAS,2,2,0,2,0,0,0,0,0,"26,630",0,"26,630"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,4651,EB03 CANALES EMPRESAS,5,0,2,5,0,0,2,2,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,5963,AR43 OPEN BANKING EMPRESAS,1,1,0,1,2,2,1,1,0,568,0,370
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,5964,AR42 ETPB,1,1,1,1,1,1,0,1,0,"1,933",0,"1,933"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,4,4,0,2,0,"40,227",0,"33,024"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,0,0,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,1,1,0,1,1,1,0.5,1,0,"50,326",0,"50,326"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,140,AR28 PAGOS Y COBROS,10,10,6,10,4,4,8,9,0,"33,208",0,"33,208"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,141,AR27 GESTION DE CHEQUES,1,1,1,1,0,0,1,1,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,142,PE01 PENSIONS,9,9,9,9,0,1,5,5,0,"105,907",0,"105,907"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,7624,AR53 PAGOS NOMINAS / CONVENIOS,5,5,5,5,0,0,4,4,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,7625,AR50 EFECTOS,1,1,1,1,3,3,1,1,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,7626,AR51 ECHEQ / FCEM,2,2,2,2,0,0,1,2,0,"42,224",0,"42,224"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,COMEX,435,AR16 COMERCIO EXTERIOR,7,7,7,7,2,2,6,7,0,"6,139",0,"486,824"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,COMEX,7623,AR49 EXTRANJERO,6,6,5,6,3,3,4,4,0,"3,867",0,"3,867"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,332,AR21 SERVICIOS CORE FINANCIEROS,4,4,4,4,4,4,4,4,0,769,0,824
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,333,AR20 LOANS / PRESTAMOS,3,3,3,3,1,1,3,3,0,"3,038",0,"3,038"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,334,AR25 PEOPLE NEXTGEN,2,2,2,2,2,2,0.5,1,0,"84,515",0,"80,559"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,335,AR24 PEOPLE LEGACY,4,4,4,4,2,2,2,3,0,"246,378",0,"246,378"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,336,AR22 ACCOUNTS & DEPOSITS / CUENTAS,10,9,10,10,3,3,6,9,0,"121,876",0,"121,876"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,337,AR23 PEOPLE SERVICING,5,5,5,5,3,3,3,3,0,"197,080",0,"197,080"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORE PRODUCTS,338,AR26 SERVICIOS PASIVOS,6,6,6,6,4,4,6,6,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,186,CF06 FINANCE / FINANZAS,13,13,13,13,1,1,7,7,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,187,CF07 PROCUREMENT,6,6,6,6,0,0,3,3,0,"85,385",0,"85,385"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,189,AR36 LOCAL SERVICES,9,9,8,9,0,0,0,4,9,"603,070",9,"603,070"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,190,CF02 COMPLIANCE,8,7,2,8,2,2,1,2,81,"339,933",81,"339,933"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,191,CF03 LEGAL,1,1,0,1,1,1,1,1,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,192,AR19 DIGITALIZACION DE IMAGENES,3,3,2,3,1,1,1.5,2,0,"148,964",0,"148,327"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,193,AR18 AUTOMATIZACION DE PROCESOS,1,1,1,1,5,5,0,0,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,194,AR17 ENGINEERING SERVICES,11,11,10,11,0,0,2.5,4,4,"285,431",4,"285,431"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,195,CF01 TALENT & CULTURA,17,17,13,13,1,1,3,7,75,"935,233",75,"935,233"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,4265,AR38 SALUD FINANCIERA,2,2,1,2,0,0,0,0,0,"18,168",0,"18,168"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,409,AR06 COBRANZAS EMISION TC,4,0,0,4,1,1,3,4,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,410,AR11 ABM,2,2,1,2,10,10,1,1,0,"12,039",0,"12,030"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,412,RB04 ATM /CAJEROS AUTOMATICOS,1,1,0,1,0,0,1,1,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,413,AR07 TARJETA DE DEBITO,1,1,1,1,2,2,1,1,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,414,AR12 CONTABILIDAD TC,3,3,1,3,4,4,3,3,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,418,AR10 IMPUESTOS TC,2,2,2,2,0,0,2,2,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MEDIOS DE PAGO,7622,AR48 DISTRIBUCION DE PRODUCTOS,2,1,1,2,1,1,1,2,0,"6,918",0,"6,918"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,433,CIB04 GLOBAL MARKET,8,4,4,8,25,25,2,2,0,"14,798",0,"14,798"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7605,CIB07 ASSET MANAGEMENT,4,3,3,4,0,0,2,2,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7608,CIB05 OPERATION DATA,5,1,0,5,0,0,1,2,0,"33,437",0,"29,414"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MERCADOS Y CUSTODIAS,7610,CIB06 ALYC,0,0,0,0,0,0,2,2,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,136,RB05 RETAIL CONTACT CENTER / CONTACT CENTER PARTICULARES,7,7,6,7,0,0,2.5,5,792,"136,907",792,"136,578"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,137,AR34 GESTION SUCURSALES y RECLAMOS,2,2,2,2,1,1,0.5,2,0,"106,328",0,"103,174"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,139,AR01 AUTOSERVICIOS SUCURSALES,4,4,3,4,1,1,1,3,0,"230,668",0,"210,262"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,4263,RB07 CONTACT CENTER / GESTION DE MORA,4,4,4,4,1,1,2,3,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,5854,AR41 TRAFFIC GENERATION & MARKETING AUTOMATION,1,1,1,1,0,0,1,1,2,"13,547",2,"13,547"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,MODELOS DE ATENCION,7602,AR30 TESORO y CAJA,2,2,1,2,0,0,1,2,0,"279,069",0,"279,003"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,RIESGOS MAYORISTAS,188,CF05 RISKS / RIESGOS MAYORISTA,15,15,5,15,6,6,11,11,0,"73,191",0,"68,127"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,STAFFING Y METODOLOGIA,149,AR35 BRANCHES / OFICINAS OPERATORIA,3,3,3,3,0,0,1,1,18,"3,950,613",18,"3,950,613"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,72,IN01 INSURANCE DISTRIBUTION/CHANNELS WEB,6,4,0,6,0,0,0,1,0,"94,443",0,"94,443"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,73,AR14 INSURANCE SERVICES,3,3,3,3,0,0,2,2,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,74,AR13 INSURANCE DISTRIBUTION/CHANNELS CORE,5,1,2,5,0,0,1,1,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF SEGUROS,5473,AM02 CONSUMER FINANCE,1,1,1,1,0,0,0,0,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,5473,AM02 CONSUMER FINANCE,3,3,3,3,0,0,2.5,3,0,"102,965",0,"85,365"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7632,AM05 CONSUMER FINANCE,12,11,10,12,1,1,8,10,0,"323,298",0,"323,290"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7633,AM03 CONSUMER FINANCE,5,5,5,5,0,0,0.5,1,187,"271,254",197,"270,485"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,SWF VINCULADAS,7634,AM04 CONSUMER FINANCE,5,5,5,5,0,0,0,1,0,"277,836",0,"266,851"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6213,TRANSFORMACION NEXTGEN,1,1,0,1,0,0,0,1,0,"100,318",0,"218,080"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6778,PROCESS SYSTEMS ARG,0,0,0,0,0,0,2,2,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,TRANSFORMACION Y CALIDAD OPERATIVA,6860,DEVOPS AR,2,2,0,2,0,0,0,2,0,"1,160,534",0,"1,160,739"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5193,"AR39 PRESTAMOS, ADELANTOS E INVERSIONES",4,4,4,4,0,0,1,1,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5194,RB06 NECESIDADES DIGITALES,2,2,2,2,6,6,1,1,0,"323,840",0,"221,251"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5195,AR31 PAQUETES Y TARJETAS,5,5,5,5,0,0,1,1,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5196,AR33 PRODUCTOS NO CREDITICIOS,4,4,4,4,1,1,0,1,4,"1,726,064",2,"1,538,391"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5197,AR40 PRODUCTIVIDAD,1,0,1,1,0,0,0,0,0,230,0,230
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,5198,AR32 MOTOR DE RIESGOS,2,2,2,2,2,2,0,1,0,"115,847",0,"115,892"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,6161,AR47 FORMULARIOS Y CONTRATOS DIGITALES,2,2,1,2,2,2,2,3,0,"37,118",0,"35,626"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,VENTAS,7145,AR03 PRESTAMOS HIPOTECARIOS,4,4,1,4,3,3,3,4,0,0,0,0
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,229,RB02 RETAIL MOBILE / MOVILES PARTICULARES,19,7,1,19,2,3,12.5,19,0,"2,939",0,"2,939"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,230,RB01 RETAIL WEB / WEBS PARTICULARES,24,13,6,24,5,6,11,19,0,"313,415",0,"313,420"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,411,AR09 BENEFICIOS,3,3,0,3,0,0,0,2,2,"1,269,096",2,"1,269,096"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,415,AR04 MEDIOS ELECTRONICOS DE PAGOS - MOBILE,2,2,0,2,0,0,0,1,11,"74,049",11,"75,193"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,417,AR05 LOYALTY,2,2,2,2,0,0,0,1,2,"101,625",2,"101,625"
05/25/2025,ARGENTINA,SYSTEMS ENGINEERING,WALLET & DIGITAL CHANNELS,6716,AR15 EVOLUCION DIGITAL DE GESTION DE TARJETAS,1,1,0,1,0,0,0,1,0,"61,213",0,"62,223"
05/25/2025,CFE,AUD.LEGAL&CHAIRMAN UNITS,,12,"LEGAL, FUNDACION BBVA",23,17,15,16,12,12,11.5,16,78,"2,380,326",995,"3,518,239"
05/25/2025,CFE,AUD.LEGAL&CHAIRMAN UNITS,,13,AUDIT,6,6,5,5,1,1,4,5,6,"660,774",6,"660,774"
05/25/2025,CFE,AUD.LEGAL&CHAIRMAN UNITS,,16,OTHERS NO CFE,3,3,3,3,0,1,1,3,39,"858,475",88,"3,272,416"
05/25/2025,CFE,AUD.LEGAL&CHAIRMAN UNITS,,17,COMMS,16,16,10,11,1,1,10,13,19,"1,635,055",19,"1,940,824"
05/25/2025,CFE,AUD.LEGAL&CHAIRMAN UNITS,,18,ENGINEERING FOR ENGINEERING,14,12,14,14,5,6,7,11,1,"1,729,447",65,"3,196,392"
05/25/2025,CFE,AUD.LEGAL&CHAIRMAN UNITS,,37,M&A,7,7,1,1,0,0,6.5,7,0,"12,649",0,"12,649"
05/25/2025,CFE,FINANCE,,27,REPORTING REGULATORIO,10,10,11,11,17,17,6.5,12,0,"668,419",0,"666,591"
05/25/2025,CFE,FINANCE,,34,CONSOLIDACION REPORTING Y FISCAL,12,8,10,10,20,20,9.5,13,0,"6,918,563",0,"7,466,906"
05/25/2025,CFE,FINANCE,,42,PROCUREMENT,6,6,5,5,2,2,3,6,384,"1,227,943",0,"743,625"
05/25/2025,CFE,FINANCE,,43,INVEST & COST MANAGEMENT,5,5,5,5,15,15,1,5,0,"1,503,069",0,"1,500,835"
05/25/2025,CFE,FINANCE,,45,RENTABILIDAD & PERFORMANCE MANAGEMENT,3,3,4,4,39,39,1,3,0,"53,039",0,"56,216"
05/25/2025,CFE,R&IC,,9,NFR,5,5,4,4,21,21,1,4,0,"637,201",0,"635,201"
05/25/2025,CFE,R&IC,,29,CONTROL INTERNAO DE RIESGOS,4,4,4,4,8,8,3,5,49,"589,124",131,"697,318"
05/25/2025,CFE,R&IC,,30,COMPLIANCE,15,11,11,14,10,10,7.5,14,21,"3,130,288",21,"3,106,015"
05/25/2025,CFE,R&IC,,4911,CROSS DATA & AML,0,0,1,1,0,0,1,1,0,"119,092",0,"58,012"
05/25/2025,CFE,R&IC,,6151,SCREENING & TRANSACTION MONITORING AML,4,4,0,5,11,11,4,5,0,"76,346",0,"76,195"
05/25/2025,CFE,R&IC,,7051,REPORTING FRAUDE,1,1,0,1,0,0,0,0,0,"367,477",0,"367,477"
05/25/2025,CFE,RISK,,6,RETAIL CREDIT RISK,0,0,3,3,31,31,1,3,0,"336,122",0,"334,538"
05/25/2025,CFE,RISK,,7,PROVISIONES,3,3,3,3,12,12,0.5,3,0,"596,238",0,"592,178"
05/25/2025,CFE,RISK,,28,OTHER RISKS,15,13,11,15,5,5,12.5,13,0,"1,505,074",4,"1,450,154"
05/25/2025,CFE,RISK,,31,WHOLESALE CREDIT RISK,10,10,9,9,43,49,9,11,0,"1,762,253",0,"1,758,376"
05/25/2025,CFE,RISK,,38,ESG & REPORTING & ANALYTICS,8,7,9,9,27,28,4,10,0,"809,126",0,"805,761"
05/25/2025,CFE,RISK,,46,CAPITAL,10,10,5,10,30,30,6,8,0,"517,078",0,"529,426"
05/25/2025,CFE,T&C,,11,TALENT MANAGEMENT,23,20,13,15,19,20,14.5,20,4,"2,100,606",4,"3,306,008"
05/25/2025,CFE,T&C,,41,PREMISES & SERVICES,21,20,17,18,5,5,15,19,151,"1,823,311",151,"1,688,898"
05/25/2025,CFE,T&C,,47,WORKFORCE ADMINISTRATION,2,2,1,1,5,5,1,2,4,"457,563",9,"571,343"
05/25/2025,CFE,T&C,,5028,WORKFORCE RECRUITING-TALENT,2,2,0,0,0,0,2,3,0,"4,341",0,534
05/25/2025,CIB,DATA ENGINEERING,ANALYTICS,5161,CIB SUSTAINABILITY & BUSINESS SOL,1,1,1,1,2,2,0,1,0,0,0,0
05/25/2025,CIB,DATA ENGINEERING,ANALYTICS,7557,GTB ANALYTICS,3,3,3,3,0,0,0,1,0,"33,259",0,"33,259"
05/25/2025,CIB,DATA ENGINEERING,ANALYTICS,7558,POST-TRADE SOLUTIONS,8,7,7,8,21,23,3,7,"3,941","15,449,073","4,040","24,426,009"
05/25/2025,CIB,DATA ENGINEERING,ANALYTICS,7559,SUSTAINABILITY SOLUTIONS,5,3,5,5,2,2,2,4,0,"263,278",0,"261,264"
05/25/2025,CIB,DATA ENGINEERING,DATA HUB,4921,CIB DATAHUB & EXECUTION,1,1,1,1,128,135,0,1,0,"43,439",0,"43,437"
05/25/2025,CIB,DATA ENGINEERING,FINANCE DATA,7549,DATAWAREHOUSE & DATAMARTS,2,2,2,2,1,1,1,2,0,"2,093,276",0,"2,093,276"
05/25/2025,CIB,DATA ENGINEERING,RISK DATA,7551,GM RISK DATA,1,1,1,1,13,13,0,1,583,"726,110",651,"726,110"
05/25/2025,CIB,DATA ENGINEERING,RISK DATA,7552,GMRU ANALYTICS,1,1,1,1,11,11,0,1,0,"190,162",0,"189,941"
05/25/2025,CIB,DATA ENGINEERING,UNDERWRITING & COMMERCIAL PROCESS,7554,COMMERCIAL MANAGEMENT - CRM,2,2,1,1,5,5,0,1,0,"1,304,938",0,"1,193,949"
05/25/2025,CIB,DATA ENGINEERING,UNDERWRITING & COMMERCIAL PROCESS,7556,UNDERWRITING SERVICE,4,4,1,4,0,0,2,4,0,"1,646,491",0,"1,628,226"
05/25/2025,CIB,SW DELIVERY,ACCOUNTING & CORE BANKING,378,ACCOUNTING,4,4,3,4,11,13,1,3,1,"1,821,712",1,"804,439"
05/25/2025,CIB,SW DELIVERY,ACCOUNTING & CORE BANKING,5117,CORE BANKING,3,3,3,3,19,21,0,2,240,"147,679",240,"147,679"
05/25/2025,CIB,SW DELIVERY,EQUITIES,7566,DIGITAL DERIVATIVES: X-ASSET NOTES,12,12,11,11,11,18,3,8,996,"7,262,799",75,"4,924,591"
05/25/2025,CIB,SW DELIVERY,EQUITIES,7567,CASH EQUITY & MMOO,9,8,6,6,2,2,6,7,0,"623,598",0,"624,865"
05/25/2025,CIB,SW DELIVERY,EQUITIES,7568,QIS EQUITY FINANCE & CROSS,9,9,5,5,28,31,6,8,380,"1,537,481",380,"1,537,438"
05/25/2025,CIB,SW DELIVERY,FIXED INCOME,7578,FI BOOKING & PORTFOLIO MANAGEMENT,1,1,1,1,6,7,0,1,1,"295,857",1,"297,964"
05/25/2025,CIB,SW DELIVERY,FIXED INCOME,7579,FI PREDEAL & EXECUTION,7,7,5,6,15,23,1,4,0,"2,307,093",0,"2,262,004"
05/25/2025,CIB,SW DELIVERY,FIXED INCOME,7580,FI POSTDEAL & REPORTING,5,5,4,4,5,6,1,3,0,"747,597",0,"742,226"
05/25/2025,CIB,SW DELIVERY,FOREIGN EXCHANGE,7572,PRICE DISTRIBUTION AND ORDER MANAGEMENT,3,3,0,0,0,0,1,2,0,"255,093",0,"255,093"
05/25/2025,CIB,SW DELIVERY,FOREIGN EXCHANGE,7573,BOOKING & SETTLEMENT,12,11,6,11,14,21,0,4,2,"1,840,002",2,"1,825,909"
05/25/2025,CIB,SW DELIVERY,FOREIGN EXCHANGE,7574,PRICE CONSTRUCTION ACCEPTANCE ARM & SOR,4,2,1,3,0,0,2,3,0,70,0,70
