mes,geografia,uol1_name,uol2_name,service1_id,service1_name,nro_fichas_rfo,nro_fichas_rfo_ok,nro_sn2_sn1_dependencias,nro_sn2_sn1,nro_features_desplegadas_calidad,nro_features_desplegadas,puntaje_total_adopcion_sn2,sn2_sn1_medidos,total_vulnerabilidades_high,total_lineas_codigo
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,DOMESTIC TREASURY MANAGEMENT,349,PLATAFORMA ETPB,0,0,1,1,0,0,1,1,0,1030579
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,HIGH VALUE SOLUTIONS,98,FINANCIACION ESPECIALIZADA,0,0,0,1,0,0,0,1,0,1655
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,HIGH VALUE SOLUTIONS,7699,TRADE FINANCE,0,0,1,1,0,0,0,0,0,6745
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,345,PIVOT CONNECT,2,2,2,2,4,4,1,1,0,255049
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,INTERNATIONAL TREASURY MANAGEMENT,7135,PIVOT DATA,0,0,1,1,0,0,0,0,0,0
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,LIQUIDITY MANAGEMENT,345,PIVOT CONNECT,2,1,2,2,3,3,2,2,0,1193553
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,346,PIVOT - COMMERCIAL CARD,1,1,1,1,0,0,1,1,0,711455
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,347,PIVOT - GLOBAL SUPPLY CHAIN FINANCE,1,1,1,1,0,0,1,1,0,9125
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,6141,PIVOT - VIRTUAL ACCOUNTS,1,1,1,1,0,0,1,1,0,55387
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,7423,GLOBAL SCF (LOCAL MULTICOUNTRY),0,0,0,1,0,0,0,0,0,0
04/25/2025,COMMERCIAL CLIENT SOLUTIONS,VALUE PROPOSITION,VAM SCF CARDS,7424,BBVA CONNECTA,0,0,0,1,0,0,0,0,0,378
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,400,CS INGESTAS,2,2,4,4,59,60,2.5,4,0,38595
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,401,HERRAMIENTAS DATA,6,6,6,6,17,17,4,6,520,4913783
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,402,"T&C, CROSS Y ENGINEERING INGESTAS",1,1,1,1,21,21,0,1,0,39710
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,403,VISUAL CLIENT,1,1,1,1,0,0,0,1,0,135612
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,404,DE PLATAFORMA INFORMACIONAL HOLDING (HIS Y MAESTROS),1,1,1,1,3,3,0,0,0,112683
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,405,DATAHUB R&F,3,3,1,3,105,108,2,3,0,123469
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,406,GDH ALPHA,1,1,1,1,15,15,0,1,0,752889
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,5504,DQ HOLDING,1,1,1,1,0,0,0,1,0,2955
04/25/2025,DATA ENGINEERING,DATA ENGINEERING,DATA HUB,6136,DEVOPS - CI/CD,1,1,0,1,0,0,0,1,0,651
04/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,392,TERADATA SYSTEMS,1,1,1,1,5,5,0.5,1,183,1298840
04/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5709,RIESGOS & FINANZAS,3,3,2,3,38,39,1,2,0,47648
04/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5710,CS & SOSTENIBILIDAD,4,4,4,4,91,91,3,4,2,2046551
04/25/2025,ESPANA,DATA ENGINEERING,DATA HUB,5711,CROSS SYSTEM,1,0,1,1,34,34,0,1,0,106207
04/25/2025,ESPANA,DATA ENGINEERING,DATA MODELLING,5713,SDM,2,2,2,2,43,43,0,2,0,10051
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,52,CLIENTS REGULATORY COMPLIANCE,3,3,3,3,7,7,3,3,0,754200
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,71,BACKEND,3,3,3,3,8,8,1.5,3,13,1484202
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,157,CLIENTS,3,2,2,3,8,8,2,2,0,70562
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ALPHA,431,ALPHA CORE PLATFORM,3,3,2,3,1,1,2.5,3,0,39125
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,53,CONSUMER FINANCE,1,1,1,1,4,4,1,1,216,1170206
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,266,CONSUMER FINANCE CHANNEL,4,4,4,4,9,11,2,3,138,2096698
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,267,COBRANDED,4,4,2,4,7,8,3,4,133,1839491
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CONSUMER FINANCE SYSTEMS,268,RED DE AGENTES,1,1,1,1,5,5,1,1,0,1026179
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,425,"VALORES, FONDOS INTERNACIONALES, DEPOSITARï¿½ï¿½",13,13,12,12,20,21,4.5,10,1140,4223767
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,426,MMPP,12,10,11,11,27,32,7,10,139,2364603
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,427,PASIVO,10,9,10,10,6,6,7,8,0,512588
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,428,VENTA DE CARTERAS,1,1,1,1,3,3,1,1,0,237153
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,429,SERVICIOS BANCARIOS (COBROS Y PAGOS),14,11,13,14,20,22,9,13,392,1586833
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,430,FINANCIACION,9,9,9,9,5,7,8,9,1,1343824
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,128,CCS PRICING,4,4,4,4,5,5,3,3,0,202617
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,129,TRANSFORMACION DE OPERACIONES,8,8,8,8,8,9,3.5,6,404,3558406
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,130,INFRAESTRUCTURA OPERACIONAL,4,4,4,4,12,14,1.5,3,0,300416
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,131,CONTRATACION,4,4,4,4,26,28,4,4,425,7123504
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,132,"DOC, TTGG, LIQUIDACION",3,3,3,3,12,13,1.5,3,0,231989
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,133,MODELO DE DIRECCION Y GESTION,5,5,5,5,4,4,2,4,6,94060
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,4,RIESGOS DE CREDITO,8,8,6,6,12,13,9,9,4,2107994
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,319,GESTION RECUPERATORIA Y CONTROL INTERNA,3,3,3,3,1,1,2,3,0,1484871
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,320,T&C Y COMUNICACIONES,4,4,1,1,0,0,4,4,1796,3621023
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,321,REPORTING NORMATIVO,6,5,6,7,0,0,4,5,1018,7508545
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,322,IMPAGO Y COBERTURAS,8,8,7,7,10,10,6,7,50,1410514
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,323,CONTABILIDAD Y REAL ESTATE,4,4,4,4,0,0,4,4,82,1196672
04/25/2025,ESPANA,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS SYSTEMS,324,SSJJ Y OTROS,4,3,2,3,0,0,2,2,0,265168
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,96,ENTERPRISE CLIENTS OPERATIONS,9,8,9,9,6,8,5,8,92,3640614
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,98,FINANCIACION ESPECIALIZADA,4,4,4,4,3,5,3,4,82,1738432
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,100,ENTERPRISES CHANNEL,5,5,5,5,14,16,4,5,2532,20283601
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,4739,ENTERPRISE MXM,2,2,2,2,8,9,2,2,0,344357
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,5938,COMEX,2,2,2,2,0,0,0,2,51,1960500
04/25/2025,ESPANA,SYSTEMS ENGINEERING,ENTERPRISE CLIENTS SYSTEMS,6169,ENTERPRISE MOBILE CHANNEL,1,1,1,1,6,7,0,1,5,4532155
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,300,INSURANCE - POSTVENTA,2,2,2,2,1,1,1,1,0,12413
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,301,INSURANCE - AHORRO Y PREVISION,5,5,5,5,3,3,4,4,9,35004051
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,302,INSURANCE - FINANCIERO ACTUARIAL,4,4,3,3,1,1,4,4,0,27803
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,303,INSURANCE - DISTRIBUCION,1,1,1,1,7,7,1,1,0,8177406
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,304,INSURANCE - BACKOFFICE Y DATA,3,3,3,3,7,7,2,3,0,2947817
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,307,ASSET MANAGEMENT - MIDDLE OFFICE,4,4,2,2,5,5,3,3,0,314373
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,308,ASSET MANAGEMENT - INFORMACIONAL & WEBS,5,5,5,5,10,11,3,5,2275,7837000
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,310,ASSET MANAGEMENT - FRONT OFFICE,3,0,3,3,0,0,2,3,8,2175055
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,4154,ASSET MANAGEMENT - BACKOFFICE Y FONDOS DE INVERSION,3,2,1,1,12,12,0,2,471,1550062
04/25/2025,ESPANA,SYSTEMS ENGINEERING,INSURANCE AND ASSET MANAGEMENT SYSTEMS,4301,ASSET MANAGEMENT - FONDOS Y PLANES DE PENSIONES,1,0,1,1,14,14,0,1,0,101467
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,79,MOBILE CHANNEL,3,3,3,3,12,15,2,3,0,1719787
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,89,ATM,2,2,2,2,0,1,0,1,0,2227414
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,93,WEB CHANNEL,7,5,6,7,30,32,4,6,421,4064589
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,181,CONTACT CENTER,6,5,4,5,19,21,5,5,90,3448771
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,281,PRIVATE BANKING,6,6,6,6,3,3,4,6,0,202563
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,327,RETAIL DIGITAL SERVICES,12,11,12,12,0,0,11,11,0,946051
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,328,BRANCH CHANNEL,7,7,4,4,24,24,1,7,1428,26904102
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,329,OPEN BANKING,1,1,1,1,1,1,1,1,0,6243
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,330,OPERATIONAL CRM,6,6,4,4,10,10,5,5,416,1236523
04/25/2025,ESPANA,SYSTEMS ENGINEERING,RETAIL CUSTOMERS SYSTEMS,331,DIGITAL MARKETING,2,2,0,0,0,0,1,2,2,677415
04/25/2025,GSD,GSD,ALPHA,4621,CATALOGO,0,0,2,2,0,0,1,2,0,231043
04/25/2025,GSD,GSD,ALPHA,4622,FIRMA,0,0,1,1,0,0,0,1,0,64074
04/25/2025,GSD,GSD,ALPHA,4623,INFRAESTRUCTURA MULTICANAL,0,0,5,5,1,2,2,5,0,523315
04/25/2025,GSD,GSD,ALPHA,4625,OPERATIONAL DATA INFRASTRUCTURE,2,0,3,6,0,1,2.5,4,0,159212
04/25/2025,GSD,GSD,ALPHA,4647,INFRAESTRUCTURA PERSONAS Y CONTRATOS,0,0,5,5,1,1,1.5,4,0,570920
04/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,4308,SW DEVTOOLS SUITE,3,3,4,4,0,0,3,3,148,3449577
04/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6091,IAGEN SDLC,1,1,1,2,0,0,0,2,0,8794
04/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6110,TESTING TOOLS,5,5,5,5,1,1,5,5,34,1132207
04/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6124,UX & DESIGN,0,0,0,1,0,0,0,1,0,168619
04/25/2025,GSD,GSD,DEVOPS & SW DEV TOOLS,6136,DEVOPS - CI/CD,7,6,6,9,0,0,7,7,10,2595922
04/25/2025,GSD,GSD,PAYMENT,427,PASIVO,0,0,1,1,0,0,0.5,1,0,9581
04/25/2025,GSD,GSD,PAYMENT,4357,PAYMENT AUTHORIZATION,1,1,3,3,1,1,1.5,3,0,246808
04/25/2025,GSD,GSD,PAYMENT,4979,TRACKING PAYMENT,0,0,1,1,0,0,1,1,0,5673
04/25/2025,GSD,GSD,PAYMENT,5527,PAYMENT METHODS SYSTEM,0,0,1,1,0,0,0,1,0,256011
04/25/2025,GSD,GSD,SECURITY GSD,5222,S-SDLC PROCESSES GLOBAL,1,1,1,1,0,0,1,1,0,127787
04/25/2025,GSD,GSD,SW DEV TRANSF,238,SDLC PROCESSES GLOBAL,1,1,1,1,0,0,1,1,23,250457
04/25/2025,GSD,GSD,SW DEV TRANSF,6198,SOPORTE HELIX,0,0,0,0,0,0,0,0,0,0
04/25/2025,GSD,GSD,SW DEV TRANSF,6198,SOPORTE HELIX,0,0,0,0,0,0,0,0,0,0
04/25/2025,GSD,GSD,SW DEV TRANSF,6290,TRAINING - SERVICE FOR PRACTICE,1,0,0,1,0,0,0,1,0,1821
04/25/2025,I&O HUB AMERICA,R&IC,CFE,6151,SCREENING & TRANSACTION MONITORING AML,1,1,0,1,0,0,0,1,0,12605
04/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,109,TRANSACTIONAL S&C,3,3,3,3,65,66,2,2,0,2950
04/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,111,CLIENT SOLUTIONS,4,4,4,4,16,16,1.5,4,0,15569
04/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,112,DATA BANKING,3,3,3,3,56,56,3,3,0,963
04/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,3,3,3,44,44,1,3,0,3280
04/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,7514,DATA INSURANCE,2,2,2,2,0,0,2,2,0,0
04/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,113,DATA RISK,4,4,3,4,143,149,1,4,0,844665
04/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,5552,DATA FINANCE,5,5,3,5,27,27,4,5,0,299211
04/25/2025,MEXICO,DATA TRANSFORMATION & ENGINEERING,SEGURIDAD Y OTRAS PI,5009,DATA LEGACY,3,3,0,3,0,0,2,2,14,62662
04/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,1,1,1,1,0,0,1,1,516,1481798
04/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,10,8,9,10,0,0,8,9,4,2013566
04/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,281,PRIVATE BANKING,2,2,2,2,0,0,2,2,0,241086
04/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,9,10,0,0,4,8,73,2506858
04/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,5,4,4,5,0,0,4,4,178,1032096
04/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,8,5,6,8,0,0,5,6,2557,3158246
04/25/2025,MEXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,0,0,2,4,25692,3112900
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,55,LOANS,7,5,6,7,12,13,4,6,0,5648356
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,157,CLIENTS,6,5,5,6,3,3,5,6,0,4864911
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,167,PAYROLLS AND TRANSFERS,4,2,4,4,0,0,2.5,4,0,1410917
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,168,CONTRACTING AND AUTHENTICATION MODULES,2,2,2,2,2,2,2,2,0,1871256
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,169,ACCOUNTS,7,6,6,7,5,6,6.5,7,1,3211435
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,5228,CUSTOMER OPERATION DATA LAYER,4,4,4,4,0,0,4,4,420,636798
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,362,ACCOUNT STATEMENTS & TAX STAMPS,2,2,2,2,1,1,1,1,76,726493
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,363,APPLICATION SECURITY,1,1,1,1,0,0,0,1,0,1594217
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,364,DIGITAL CONTACTABILITY,2,2,2,2,0,0,1,2,1,542610
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,365,ATMS & INFRASTRUCTURE,2,2,2,2,1,1,1,2,0,784930
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,4036,MULTIASISTENCIA,2,1,2,2,1,1,2,2,239,6587192
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,5469,SYSTEMS CONTACT CENTER,6,5,6,6,1,1,3,6,23374,21959218
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,200,TALENT & CULTURE,3,3,3,3,4,4,2,3,13848,18415947
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,298,RISK,7,7,6,6,4,5,2,5,772,5112217
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,351,AACC,2,2,2,2,0,0,1,2,912,7430322
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,354,FINANCE & PROCUREMENT,3,3,3,3,0,0,1,3,4672,3708617
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,355,COMPLIANCE & LEGAL,2,2,2,2,0,0,0,2,1187,1560864
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,356,CREDIT ACQUISITION & AUTOMATION,3,3,3,3,1,1,1,3,109,2232016
04/25/2025,MEXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,0,0,1,1,5,474726
04/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,53,CONSUMER FINANCE,3,2,3,3,0,0,2,3,0,204257
04/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,210,API CHANNEL,4,4,3,4,3,3,3,4,155,782369
04/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,211,ENTERPRISE WEB,7,7,7,7,12,12,4,7,1750,29810109
04/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,212,SPECIALIZED PRODUCTS,4,3,4,4,6,6,2.5,4,42562,5270177
04/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,4,4,1,1,0,0
04/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,4038,DIGITAL WORKPLACE & CRM,6,4,5,6,2,2,4,4,244,8555713
04/25/2025,MEXICO,SYSTEMS ENGINEERING,ENTERPRISE,6123,DIGITAL SMEs,2,2,2,2,0,0,2,2,0,8535
04/25/2025,MEXICO,SYSTEMS ENGINEERING,INSURANCE,223,INFORMATIONAL,1,1,1,1,0,0,0,1,0,410
04/25/2025,MEXICO,SYSTEMS ENGINEERING,INSURANCE,224,CHANNELS,4,4,4,4,0,0,3,4,548,8868931
04/25/2025,MEXICO,SYSTEMS ENGINEERING,INSURANCE,225,CORE CROSS,3,3,4,4,1,1,2.5,4,25,5093086
04/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,213,METHODS,4,3,3,4,3,3,4,4,0,14188
04/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,215,TRANSACTIONS ENGINE,2,2,2,2,5,5,1.5,2,0,48768
04/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,217,CREDITS,5,5,5,5,7,8,4,5,0,3782246
04/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,218,MERCHANTS,2,2,2,2,1,1,0,2,13,1172507
04/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,219,BANXICO,1,1,1,1,0,1,0,1,2,1761743
04/25/2025,MEXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,221,SUBSCRIPTIONS AND SERVICES,2,2,2,2,0,0,0,2,0,1707336
04/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,4,2,4,4,1,1,2.5,4,71,3865398
04/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,83,BRANCHES,7,7,7,7,1,1,2.5,7,259,10118157
04/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,84,CRM,5,4,6,6,4,6,5,6,19,2517089
04/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,85,OPEN MARKET,1,1,1,1,0,0,0.5,1,105,1900889
04/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,1,2,1,5,1,2,6,4813426
04/25/2025,MEXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,1,2,2,3,3,1,1,0,0
04/25/2025,MEXICO,SYSTEMS ENGINEERING,SYSTEMS STRATEGY & TRASNFORMATION,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,0,1,1,0,0,1,1,0,0
04/25/2025,PERU,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,5,5,5,5,11,11,2,5,0,16158
04/25/2025,PERU,DATA,DATAHUB,3756,DATIO ENGINEERING,5,5,5,5,23,23,3,3,1,440535
04/25/2025,PERU,DATA,DATAHUB,3842,DATIO CIB/T&C/RIC,3,3,3,3,2,2,3,3,0,1435
04/25/2025,PERU,DATA,DATAHUB,6094,DATIO RIESGOS,4,4,4,4,6,6,3.5,4,0,71970
04/25/2025,PERU,DATA,DATAHUB,6097,DATIO FINANZAS,6,6,6,6,5,5,3.5,6,0,31369
04/25/2025,PERU,SYSTEMS,CIB SYSTEMS,61,ASSET MANAGEMENT,10,0,9,10,0,0,1,2,76,691212
04/25/2025,PERU,SYSTEMS,CIB SYSTEMS,5729,CIB PRODUCTS,24,0,17,24,0,0,10,12,995,1857084
04/25/2025,PERU,SYSTEMS,CORE CLIENTS,54,INTERBANK PAYMENTS,13,8,13,13,1,1,2,7,0,1033743
04/25/2025,PERU,SYSTEMS,CORE CLIENTS,376,PEOPLE,7,7,7,7,0,0,2.5,4,1,765171
04/25/2025,PERU,SYSTEMS,CORE CLIENTS,377,ACCOUNTS & DEPOSITS,5,5,6,6,0,0,2,3,91,1216003
04/25/2025,PERU,SYSTEMS,CORPORATE,30,COMPLIANCE,11,11,12,12,0,0,8,8,113,1214465
04/25/2025,PERU,SYSTEMS,CORPORATE,53,CONSUMER FINANCE,1,1,1,1,0,0,0,0,0,19926
04/25/2025,PERU,SYSTEMS,CORPORATE,198,LEGAL,2,2,4,4,0,0,1,3,353,1628499
04/25/2025,PERU,SYSTEMS,CORPORATE,199,ENGINEERING,11,11,11,11,0,0,2,4,622,280433
04/25/2025,PERU,SYSTEMS,CORPORATE,200,TALENT & CULTURE,13,13,11,12,0,0,3.5,6,181,3505044
04/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,62,INSURANCE DISTRIBUTION,2,2,2,2,0,0,0,1,0,1461331
04/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,5311,OTHER CROSS PRODUCTS,7,7,5,7,0,0,1,5,41,2674087
04/25/2025,PERU,SYSTEMS,CROSS SYSTEMS,5360,COMMERCIAL SUPPORT,6,6,6,6,1,1,2,5,338,2585115
04/25/2025,PERU,SYSTEMS,ENTERPRISE,58,ENTERPRISE BANKING CANALES WEB & MOBILE,12,10,13,14,3,3,5,9,3324,5371676
04/25/2025,PERU,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,6,6,0,2,55,657868
04/25/2025,PERU,SYSTEMS,ENTERPRISE,329,OPEN BANKING,5,5,5,5,0,0,0,1,0,2450
04/25/2025,PERU,SYSTEMS,FINANCE,80,FINANCE,16,16,16,16,4,4,3.5,7,683,3153017
